"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$4.213","$4.450","$4.695","$4.204",2023-06-30
"Las_Vegas","$4.146","$4.401","$4.650","$4.252",2023-06-30
"Reno","$4.522","$4.737","$4.951","$4.238",2023-06-30
