"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$4.292","$4.545","$4.782","$4.407",2023-05-31
"Las_Vegas","$4.320","$4.587","$4.834","$4.537",2023-05-31
"Reno","$4.362","$4.581","$4.769","$4.242",2023-05-31
