"id","Regular","Mid","Premium","Diesel","Date"
"Nevada","$4.289","$4.553","$4.770","$4.260",2023-06-14
"Las_Vegas","$4.252","$4.526","$4.761","$4.336",2023-06-14
"Reno","$4.542","$4.785","$4.946","$4.223",2023-06-14
